SI2.RB.ZZ,"SI2-Carrying, moving and handling objects",RB-Practical support,ZZ-Other and unspecified means,"Practical support with carrying, moving and handling objects",,,
SI2.RC.ZZ,"SI2-Carrying, moving and handling objects",RC-Emotional support,ZZ-Other and unspecified means,"Emotional support with carrying, moving and handling objects",,,
SIA.AA.OD,SIA-Lifting and carrying objects,AA-Assessment,OD-Interview,Interview to assess lifting and carrying,"Assessment of:<br/><span class=""tab-space""></span> carrying in the hands or arms, or on shoulders, hip, back or head;<br/><span class=""tab-space""></span> lifting;<br/><span class=""tab-space""></span> putting down",,
SIA.AA.ZZ,SIA-Lifting and carrying objects,AA-Assessment,ZZ-Other and unspecified means,Assessment of lifting and carrying,,,"that by interview (<a href=""#http://id.who.int/ichi/entity/2113264236"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{16}-{SI}-{16257}"" title=""Interview to assess lifting and carrying"">SIA.AA.OD</a>)"
SIA.AB.ZZ,SIA-Lifting and carrying objects,AB-Measurement,ZZ-Other and unspecified means,Measurement of lifting and carrying,,,
SIA.AC.ZZ,SIA-Lifting and carrying objects,AC-Test,ZZ-Other and unspecified means,Test of lifting and carrying,,,
SIA.AM.ZZ,SIA-Lifting and carrying objects,AM-Observation,ZZ-Other and unspecified means,Observation of lifting and carrying,,,
SIA.PH.OB,SIA-Lifting and carrying objects,PH-Training,OB-Ergonomics,Training in lifting and carrying by using ergonomics principles,,,
SIA.PH.ZZ,SIA-Lifting and carrying objects,PH-Training,ZZ-Other and unspecified means,Training in lifting and carrying,,"aith equipment, such as balance beams, wobble boards","that using ergonomic principles (<a href=""#http://id.who.int/ichi/entity/2123273651"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{16}-{SI}-{16262}"" title=""Training in lifting and carrying by using ergonomics principles"">SIA.PH.OB</a>)"
SIA.PM.ZZ,SIA-Lifting and carrying objects,PM-Education,ZZ-Other and unspecified means,Education about lifting and carrying,Education may be of the parent or carer of a person with a disability or the person themselves;<br/> Lifting and carrying with someone who is unable to do so alone,,
SIA.PN.OB,SIA-Lifting and carrying objects,PN-Advising,OB-Ergonomics,Ergonomics advising for lifting and carrying,,,
SIA.PN.ZZ,SIA-Lifting and carrying objects,PN-Advising,ZZ-Other and unspecified means,Advising about lifting and carrying,,,"that using ergonomic principles (<a href=""#http://id.who.int/ichi/entity/2123273651"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{16}-{SI}-{16262}"" title=""Training in lifting and carrying by using ergonomics principles"">SIA.PH.OB</a>)"
SIA.RA.ZZ,SIA-Lifting and carrying objects,RA-Task performed by another,ZZ-Other and unspecified means,Performing the task of lifting and carrying,,,
SIA.RB.ZZ,SIA-Lifting and carrying objects,RB-Practical support,ZZ-Other and unspecified means,Practical support with lifting and carrying,"Picking up, grasping, manipulating, releasing",,
SIA.RC.ZZ,SIA-Lifting and carrying objects,RC-Emotional support,ZZ-Other and unspecified means,Emotional support in lifting and carrying objects,,,
SID.AC.ZZ,SID-Moving objects with lower extremities,AC-Test,ZZ-Other and unspecified means,Test of moving objects with lower extremities,,,
SID.AA.ZZ,SID-Moving objects with lower extremities,AA-Assessment,ZZ-Other and unspecified means,Assessment of moving objects with lower extremities,Kicking;<br/> Pushing with lower extremities,,
SID.AM.ZZ,SID-Moving objects with lower extremities,AM-Observation,ZZ-Other and unspecified means,Observation of moving objects with lower extremities,,,
SID.PH.ZZ,SID-Moving objects with lower extremities,PH-Training,ZZ-Other and unspecified means,Training in moving objects using lower extremities,,,
SIG.AA.ZZ,SIG-Fine hand use,AA-Assessment,ZZ-Other and unspecified means,Assessment of fine hand use,"Pinch, pincer, pencil and power grips, one and two handed manipulation of objects, release of objects",,
SIG.AC.ZZ,SIG-Fine hand use,AC-Test,ZZ-Other and unspecified means,Test of fine hand use,Purdue Pegboard test,,
SIG.AM.ZZ,SIG-Fine hand use,AM-Observation,ZZ-Other and unspecified means,Observation of fine hand use,,,
SIG.PH.ZZ,SIG-Fine hand use,PH-Training,ZZ-Other and unspecified means,Training in fine hand use,Doing up buttons;<br/> Putting together nuts and bolts;<br/> Turning on taps,,
SIG.PM.ZZ,SIG-Fine hand use,PM-Education,ZZ-Other and unspecified means,Education about fine hand use,"Pulling, pushing, reaching, turning or twisting the hands or arms, throwing, catching;<br/> Education may be of the parent or carer of a person with a disability or the person themselves",,
SIG.PN.OB,SIG-Fine hand use,PN-Advising,OB-Ergonomics,Ergonomics advising about fine hand use,,,
SIG.PN.ZZ,SIG-Fine hand use,PN-Advising,ZZ-Other and unspecified means,Advising about fine hand use,,,"that using ergonomic principles (<a href=""#http://id.who.int/ichi/entity/725875973"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{16}-{SI}-{16279}"" title=""Ergonomics advising about fine hand use"">SIG.PN.OB</a>)"
SIG.RB.ZZ,SIG-Fine hand use,RB-Practical support,ZZ-Other and unspecified means,Practical support with fine hand use,,,
SIG.RC.ZZ,SIG-Fine hand use,RC-Emotional support,ZZ-Other and unspecified means,Emotional support for fine hand use,,,
SIJ.AA.ZZ,SIJ-Hand and arm use,AA-Assessment,ZZ-Other and unspecified means,Assessment of hand and arm use,"Assessment of:<br/><span class=""tab-space""></span> Catching;<br/><span class=""tab-space""></span> Pulling or pushing objects;<br/><span class=""tab-space""></span> Reaching;<br/><span class=""tab-space""></span> Throwing;<br/><span class=""tab-space""></span> Turning or twisting the hands or arms",,
SIJ.AC.ZZ,SIJ-Hand and arm use,AC-Test,ZZ-Other and unspecified means,Test of use hand and arm,,,
SIJ.AM.ZZ,SIJ-Hand and arm use,AM-Observation,ZZ-Other and unspecified means,Observation of hand and arm use,,,
SIJ.PH.ZZ,SIJ-Hand and arm use,PH-Training,ZZ-Other and unspecified means,Training in arm and hand use,,,
SIJ.PM.ZZ,SIJ-Hand and arm use,PM-Education,ZZ-Other and unspecified means,Education about hand and arm use,,,
SIJ.PN.OB,SIJ-Hand and arm use,PN-Advising,OB-Ergonomics,Ergonomics advising about hand and arm use,,,
SIJ.PN.ZZ,SIJ-Hand and arm use,PN-Advising,ZZ-Other and unspecified means,Advising about hand and arm use,,,"that using ergonomic principles (<a href=""#http://id.who.int/ichi/entity/646279759"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{16}-{SI}-{16288}"" title=""Ergonomics advising about hand and arm use"">SIJ.PN.OB</a>)"
SJ2.AA.ZZ,SJ2-Walking and moving,AA-Assessment,ZZ-Other and unspecified means,Assessment of walking and moving,,,
SJ2.AC.ZZ,SJ2-Walking and moving,AC-Test,ZZ-Other and unspecified means,Test of walking and moving,,indoor and outdoor walking,
SJ2.AM.ZZ,SJ2-Walking and moving,AM-Observation,ZZ-Other and unspecified means,Observation of walking and moving,,,
SJ2.PH.ZZ,SJ2-Walking and moving,PH-Training,ZZ-Other and unspecified means,Training in walking and moving,,,
SJ2.PM.ZZ,SJ2-Walking and moving,PM-Education,ZZ-Other and unspecified means,Education about walking and moving,Climbing;<br/> Crawling;<br/> Jumping;<br/> Running;<br/> Swimming,,
SJ2.PN.ZZ,SJ2-Walking and moving,PN-Advising,ZZ-Other and unspecified means,Advising about walking and moving,Distance;<br/> Duration;<br/> Rhythm;<br/> Speed,,
SJ2.RB.ZZ,SJ2-Walking and moving,RB-Practical support,ZZ-Other and unspecified means,Practical support with walking and moving,,,
SJ2.RC.ZZ,SJ2-Walking and moving,RC-Emotional support,ZZ-Other and unspecified means,Emotional support with walking and moving,,,
SJA.AA.ZZ,SJA-Walking,AA-Assessment,ZZ-Other and unspecified means,Assessment of walking performance,"Assessing speed, rhythm, duration, distance;<br/> walking short or long distances;<br/> walking on different surfaces;<br/> walking around objects",,
SJA.AC.ZZ,SJA-Walking,AC-Test,ZZ-Other and unspecified means,Test of walking,"Distance and time over set distance, such as six minute walk test;<br/> Distance;<br/> Duration;<br/> Rhythm;<br/> Speed",,"gait analysis (<a href=""#http://id.who.int/ichi/entity/1019523917"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MV}-{14877}"" title=""Test of gait pattern"">MVG.AC.ZZ</a>), (<a href=""#http://id.who.int/ichi/entity/1644317449"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MV}-{14878}"" title=""Video gait assessment analysis"">MVG.AI.BL</a>);<br/> gait pattern (<a href=""#http://id.who.int/ichi/entity/1320399185"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MV}-{14876}"" title=""Assessment of gait pattern"">MVG.AA.ZZ</a>), (<a href=""#http://id.who.int/ichi/entity/660259115"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{1}-{10}-{MV}-{14881}"" title=""Training gait pattern"">MVG.PH.ZZ</a>)"
SJA.AM.ZZ,SJA-Walking,AM-Observation,ZZ-Other and unspecified means,Observation of walking,,,
SJA.PH.ZZ,SJA-Walking,PH-Training,ZZ-Other and unspecified means,Gait training,,,
SJA.PM.ZZ,SJA-Walking,PM-Education,ZZ-Other and unspecified means,Education about walking,Climbing;<br/> Crawling;<br/> Jumping;<br/> Running;<br/> Swimming,,
SJA.PN.ZZ,SJA-Walking,PN-Advising,ZZ-Other and unspecified means,Advising about walking,Distance;<br/> Duration;<br/> Rhythm;<br/> Speed,,
SJA.RB.ZZ,SJA-Walking,RB-Practical support,ZZ-Other and unspecified means,Practical support with walking,,,
SJD.AA.ZZ,SJD-Moving around,AA-Assessment,ZZ-Other and unspecified means,"Assessment of moving around crawling, climbing, running, jumping, swimming",,,
SJD.AC.ZZ,SJD-Moving around,AC-Test,ZZ-Other and unspecified means,"Test of moving around, crawling, climbing, running, jumping, swimming",Distance;<br/> Duration;<br/> Rhythm;<br/> Speed,,"test of going up and down stairs (<a href=""#http://id.who.int/ichi/entity/840159102"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{16}-{SJ}-{18210}"" title=""Test of going up and down stairs"">SJB.AC.ZZ</a>)"
SJD.PH.ZZ,SJD-Moving around,PH-Training,ZZ-Other and unspecified means,"Training of moving around, crawling, climbing, running, jumping, swimming",,,"training of going up and down stairs (<a href=""#http://id.who.int/ichi/entity/227331335"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{16}-{SJ}-{18212}"" title=""Training of going up and down stairs"">SJB.PH.ZZ</a>)"
SJA.RC.ZZ,SJA-Walking,RC-Emotional support,ZZ-Other and unspecified means,Emotional support to walking,,,
SJD.AM.ZZ,SJD-Moving around,AM-Observation,ZZ-Other and unspecified means,"Observation of moving around, crawling, climbing, running, jumping, swimming",,,"observation of going up and down stairs (<a href=""#http://id.who.int/ichi/entity/1080348000"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{16}-{SJ}-{18211}"" title=""SJB AM ZZ Observation of going up and down stairs"">SJB.AM.ZZ</a>)"
SJD.PM.ZZ,SJD-Moving around,PM-Education,ZZ-Other and unspecified means,"Education about moving around, crawling, climbing, running, jumping, swimming",,,"education about going up and down stairs (<a href=""#http://id.who.int/ichi/entity/2147208987"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{16}-{SJ}-{18213}"" title=""Education about going up and down stairs"">SJB.PM.ZZ</a>)"
SJD.RB.ZZ,SJD-Moving around,RB-Practical support,ZZ-Other and unspecified means,"Practical support with moving around, crawling, climbing, running, jumping, swimming",Supporting the body weight while the person moves the limbs,,"practical support with going up and down stairs (<a href=""#http://id.who.int/ichi/entity/466890795"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{16}-{SJ}-{18215}"" title=""Practical support with going up and down stairs"">SJB.RB.ZZ</a>)"
SJD.PN.ZZ,SJD-Moving around,PN-Advising,ZZ-Other and unspecified means,"Advising about moving around, crawling, climbing, running, jumping, swimming",,,"advising about going up and down stairs (<a href=""#http://id.who.int/ichi/entity/1772302903"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{16}-{SJ}-{18214}"" title=""Advising about going up and down stairs"">SJB.PN.ZZ</a>)"
SJG.AA.ZZ,SJG-Moving around in different locations,AA-Assessment,ZZ-Other and unspecified means,Assessment of moving around in different locations,,,
SJG.AM.ZZ,SJG-Moving around in different locations,AM-Observation,ZZ-Other and unspecified means,Observation of moving around in different locations,,,
SJG.PM.ZZ,SJG-Moving around in different locations,PM-Education,ZZ-Other and unspecified means,Education about moving around in different locations,,,
SJG.PN.ZZ,SJG-Moving around in different locations,PN-Advising,ZZ-Other and unspecified means,Advising about moving around in different locations,Bed mobility assistive devices;<br/> Transfer boards,,
SJG.RA.ZZ,SJG-Moving around in different locations,RA-Task performed by another,ZZ-Other and unspecified means,Performing the task of moving around in different locations,,,
SJG.PH.ZZ,SJG-Moving around in different locations,PH-Training,ZZ-Other and unspecified means,Training in moving around in different locations,,,
SJG.RB.ZZ,SJG-Moving around in different locations,RB-Practical support,ZZ-Other and unspecified means,Practical support with moving around in different locations,,,
SJG.RC.ZZ,SJG-Moving around in different locations,RC-Emotional support,ZZ-Other and unspecified means,Emotional support for moving around in different locations,,,
SJJ.AA.ZZ,SJJ-Moving around using equipment,AA-Assessment,ZZ-Other and unspecified means,Assessment of moving around using equipment,,,
SJD.RC.ZZ,SJD-Moving around,RC-Emotional support,ZZ-Other and unspecified means,"Emotional support for moving around, crawling, climbing, running, jumping, swimming",,,"emotional support to going up and down stairs (<a href=""#http://id.who.int/ichi/entity/1446785100"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{16}-{SJ}-{18216}"" title=""Emotional support to going up and down stairs"">SJB.RC.ZZ</a>)"
SJJ.AM.ZZ,SJJ-Moving around using equipment,AM-Observation,ZZ-Other and unspecified means,Observation of moving around using equipment,,,
SJJ.PM.ZZ,SJJ-Moving around using equipment,PM-Education,ZZ-Other and unspecified means,Education about moving around using equipment,"Driving;<br/><span class=""tab-space""></span> Information about the equipment:<br/><span class=""tab-space""></span> choice, use, care and maintenance, regulations;<br/><span class=""tab-space""></span> range available;<br/><span class=""tab-space""></span> technical specifications;<br/><span class=""tab-space""></span> Pushing a wheelchair;<br/><span class=""tab-space""></span>",,
SJJ.PN.ZZ,SJJ-Moving around using equipment,PN-Advising,ZZ-Other and unspecified means,Advising about moving around using equipment,,,
SK2.AA.ZZ,SK2-Moving around using transportation,AA-Assessment,ZZ-Other and unspecified means,Assessment of moving around using transportation,,,
SK2.AM.ZZ,SK2-Moving around using transportation,AM-Observation,ZZ-Other and unspecified means,Observation of moving around using transportation,,,
SK2.PH.ZZ,SK2-Moving around using transportation,PH-Training,ZZ-Other and unspecified means,Training in moving around using transportation,,,
SJJ.RB.ZZ,SJJ-Moving around using equipment,RB-Practical support,ZZ-Other and unspecified means,Practical support with moving around using equipment,Pushing a wheelchair,,
SK2.PN.ZZ,SK2-Moving around using transportation,PN-Advising,ZZ-Other and unspecified means,Advising about moving around using transportation,,,
SK2.PP.ZZ,SK2-Moving around using transportation,PP-Counselling,ZZ-Other and unspecified means,Counselling about moving around using transportation,,,
SK2.RB.ZZ,SK2-Moving around using transportation,RB-Practical support,ZZ-Other and unspecified means,Practical support with moving around using transportation,,,
SK2.PM.ZZ,SK2-Moving around using transportation,PM-Education,ZZ-Other and unspecified means,Education about moving around using transportation,,,
SK2.RC.ZZ,SK2-Moving around using transportation,RC-Emotional support,ZZ-Other and unspecified means,Emotional support for moving around using transportation,,,
SKA.AA.ZZ,SKA-Using transportation as a passenger,AA-Assessment,ZZ-Other and unspecified means,Assessment of using transportation,,,
SKA.PH.ZZ,SKA-Using transportation as a passenger,PH-Training,ZZ-Other and unspecified means,Training in using transportation,,,
SKA.PN.ZZ,SKA-Using transportation as a passenger,PN-Advising,ZZ-Other and unspecified means,Advising about using transportation,,,
SKA.RB.ZZ,SKA-Using transportation as a passenger,RB-Practical support,ZZ-Other and unspecified means,Practical support with using transportation,,,
SKA.RC.ZZ,SKA-Using transportation as a passenger,RC-Emotional support,ZZ-Other and unspecified means,Emotional support for using transportation,,,
SKA.PM.ZZ,SKA-Using transportation as a passenger,PM-Education,ZZ-Other and unspecified means,Education about using transportation,"Education about:<br/><span class=""tab-space""></span> availability;<br/><span class=""tab-space""></span> linkages between forms of transport;<br/><span class=""tab-space""></span> opening hours;<br/><span class=""tab-space""></span> procedures such as purchasing tickets;<br/><span class=""tab-space""></span> rules and regulations;<br/><span class=""tab-space""></span> safety;<br/><span class=""tab-space""></span> tickets and ticket pricing;<br/><span class=""tab-space""></span> time tables",,
SKD.AA.ZZ,SKD-Driving,AA-Assessment,ZZ-Other and unspecified means,Assessment of driving,,,
"<span class=""text-retired"" title=""Retired ICHI code"">SKD.AC.PK</span>",SKD-Driving,AC-Test,"<span class=""text-retired"" title=""Retired MEANS code"">PK</span>-<span class=""text-retired"" title=""Retired MEANS code"">Products and technology</span>","<span class=""text-retired"" title=""Retired ICHI code"">Computer-based test of driving</span>",,,
SKD.AC.ZZ,SKD-Driving,AC-Test,ZZ-Other and unspecified means,Test of driving,Computer-based driving test;<br/> Driving test to gain a licence to drive on the public highway;<br/> Nordic Stroke Driver Screening Assessment (NorSDSA),,
SKD.PH.ZZ,SKD-Driving,PH-Training,ZZ-Other and unspecified means,Driving training,Driving a car;<br/> Driving an adapted vehicle,,
SKD.PN.ZZ,SKD-Driving,PN-Advising,ZZ-Other and unspecified means,Advising about driving,,,
SKG.AA.ZZ,SKG-Riding animals for transportation,AA-Assessment,ZZ-Other and unspecified means,Assessment of riding animals for transportation,,,
SKG.AM.ZZ,SKG-Riding animals for transportation,AM-Observation,ZZ-Other and unspecified means,Observation of riding animals for transportation,,,
SKG.PH.ZZ,SKG-Riding animals for transportation,PH-Training,ZZ-Other and unspecified means,Training for riding animals for transportation,Hippotherapy;<br/> Pegasus clubs;<br/> Riding for people with disabilities,,
SKD.PM.ZZ,SKD-Driving,PM-Education,ZZ-Other and unspecified means,Education about driving,About the vehicle;<br/> How to drive;<br/> Rules of the road,,
SKG.RB.ZZ,SKG-Riding animals for transportation,RB-Practical support,ZZ-Other and unspecified means,Practical support with riding animals for transportation,,,
SKG.RC.ZZ,SKG-Riding animals for transportation,RC-Emotional support,ZZ-Other and unspecified means,Emotional support for riding animals for transportation,,,
SM1.AA.OD,SM1-Self care,AA-Assessment,OD-Interview,Interview to assess self care,,,
SM1.AA.ZZ,SM1-Self care,AA-Assessment,ZZ-Other and unspecified means,Assessment of self care,,,that by interview (SMI AA OD)
SM1.AC.ZZ,SM1-Self care,AC-Test,ZZ-Other and unspecified means,Test of self care,,,
SM1.AM.ZZ,SM1-Self care,AM-Observation,ZZ-Other and unspecified means,Observation of self care,,,
SM1.PH.ZZ,SM1-Self care,PH-Training,ZZ-Other and unspecified means,Training in self care,,,
SM1.PM.ZZ,SM1-Self care,PM-Education,ZZ-Other and unspecified means,Education about self care,,,
SM1.PN.ZZ,SM1-Self care,PN-Advising,ZZ-Other and unspecified means,Advising about self care,,,
SM1.PP.ZZ,SM1-Self care,PP-Counselling,ZZ-Other and unspecified means,Counselling about self care,,,
SM1.RA.ZZ,SM1-Self care,RA-Task performed by another,ZZ-Other and unspecified means,Performing the task of self care,,,
SM1.RC.ZZ,SM1-Self care,RC-Emotional support,ZZ-Other and unspecified means,Emotional support for self care,,,
SM1.TA.ZZ,SM1-Self care,TA-Advocacy,ZZ-Other and unspecified means,Advocacy in relation to self care,,,
SM1.ZY.ZZ,SM1-Self care,"ZY-Other action, not elsewhere classified",ZZ-Other and unspecified means,"Other interventions on self care, not elsewhere classified",,,
SM1.RB.ZZ,SM1-Self care,RB-Practical support,ZZ-Other and unspecified means,Practical support with self care,,,
SMB.AA.OD,SMB-Washing oneself,AA-Assessment,OD-Interview,Interview to assess washing,,,
SMB.AA.ZZ,SMB-Washing oneself,AA-Assessment,ZZ-Other and unspecified means,Assessment of washing,,,"that by interview (<a href=""#http://id.who.int/ichi/entity/2079855592"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{17}-{SM}-{16366}"" title=""Interview to assess washing"">SMB.AA.OD</a>)"
SM1.RD.OH,SM1-Self care,RD-Providing products or services,OH-Peer support,Providing peer support for self-care,,,
SMB.AC.ZZ,SMB-Washing oneself,AC-Test,ZZ-Other and unspecified means,Test of washing,,,
SMB.AM.ZZ,SMB-Washing oneself,AM-Observation,ZZ-Other and unspecified means,Observation of washing,,,
SMB.PH.ZZ,SMB-Washing oneself,PH-Training,ZZ-Other and unspecified means,Training in washing,,,
SMB.PN.ZZ,SMB-Washing oneself,PN-Advising,ZZ-Other and unspecified means,Advising about washing oneself,,,
SMB.RA.ZZ,SMB-Washing oneself,RA-Task performed by another,ZZ-Other and unspecified means,Performing the task of washing,Bed bath,,
SMB.PM.ZZ,SMB-Washing oneself,PM-Education,ZZ-Other and unspecified means,Education about washing oneself,Frequency of washing;<br/> Importance of personal hygiene;<br/> Techniques available for specific circumstances,,
SMB.RB.ZZ,SMB-Washing oneself,RB-Practical support,ZZ-Other and unspecified means,Practical support with washing,,,
SMB.RC.ZZ,SMB-Washing oneself,RC-Emotional support,ZZ-Other and unspecified means,Emotional support for washing,,,
SMC.AA.ZZ,SMC-Caring for body parts,AA-Assessment,ZZ-Other and unspecified means,Assessment of caring for body parts,"Assessment of caring for skin, teeth, hair, finger and toe nails",,"that by interview (<a href=""#http://id.who.int/ichi/entity/725843537"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{17}-{SM}-{16376}"" title=""Interview to assess caring for body parts"">SMC.AA.OD</a>)"
SMC.AC.ZZ,SMC-Caring for body parts,AC-Test,ZZ-Other and unspecified means,Test of caring for body parts,,,
SMC.AM.ZZ,SMC-Caring for body parts,AM-Observation,ZZ-Other and unspecified means,Observation of caring for body parts,,,
SMC.PH.ZZ,SMC-Caring for body parts,PH-Training,ZZ-Other and unspecified means,Training in caring for body parts,,,
SMC.AA.OD,SMC-Caring for body parts,AA-Assessment,OD-Interview,Interview to assess caring for body parts,,,
SMC.PM.ZZ,SMC-Caring for body parts,PM-Education,ZZ-Other and unspecified means,Education about caring for body parts,Application of sun protection;<br/> Cutting and filing nails;<br/> Education on pressure area care;<br/> Skin protection in the absence of sensation;<br/> Tooth brushing and flossing,,
SMC.PN.ZZ,SMC-Caring for body parts,PN-Advising,ZZ-Other and unspecified means,Advising about carrying for body parts,,,
SMC.RA.ZZ,SMC-Caring for body parts,RA-Task performed by another,ZZ-Other and unspecified means,Performing the task of caring for body parts,,,
SMC.RC.ZZ,SMC-Caring for body parts,RC-Emotional support,ZZ-Other and unspecified means,Emotional support for caring for body parts,,,
SMD.AA.ZZ,SMD-Toileting,AA-Assessment,ZZ-Other and unspecified means,Assessment of toileting,"Assessment of regulating urination, defecation and menstrual care",,
SMC.RB.ZZ,SMC-Caring for body parts,RB-Practical support,ZZ-Other and unspecified means,Practical support with caring for body parts,Cutting toe nails when the person is unable to reach by themselves,,
SMD.AC.ZZ,SMD-Toileting,AC-Test,ZZ-Other and unspecified means,Test of toileting,,,
SMD.AM.ZZ,SMD-Toileting,AM-Observation,ZZ-Other and unspecified means,Observation of toileting,,,
SMD.PH.ZZ,SMD-Toileting,PH-Training,ZZ-Other and unspecified means,Training in toileting,,,
SMD.PM.ZZ,SMD-Toileting,PM-Education,ZZ-Other and unspecified means,Education about toileting,,,
SMD.PN.ZZ,SMD-Toileting,PN-Advising,ZZ-Other and unspecified means,Advising about toileting,,,
SMD.RA.ZZ,SMD-Toileting,RA-Task performed by another,ZZ-Other and unspecified means,Performing the task of toileting,,,
SMD.RB.ZZ,SMD-Toileting,RB-Practical support,ZZ-Other and unspecified means,Practical support with toileting,,,
SMD.RC.ZZ,SMD-Toileting,RC-Emotional support,ZZ-Other and unspecified means,Emotional support for toileting,,,
SME.AA.OD,SME-Dressing,AA-Assessment,OD-Interview,Interview to assess dressing,,,
SME.AA.ZZ,SME-Dressing,AA-Assessment,ZZ-Other and unspecified means,Assessment of dressing,Assessment of putting on or taking off clothes and footwear and choosing appropriate clothing,,"that by interview (<a href=""#http://id.who.int/ichi/entity/71933632"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{17}-{SM}-{16396}"" title=""Interview to assess dressing"">SME.AA.OD</a>)"
SME.AC.ZZ,SME-Dressing,AC-Test,ZZ-Other and unspecified means,Test of dressing,,,
SME.AM.ZZ,SME-Dressing,AM-Observation,ZZ-Other and unspecified means,Observation of dressing,,,
SME.PH.ZZ,SME-Dressing,PH-Training,ZZ-Other and unspecified means,Training in dressing,,,
SMC.PP.ZZ,SMC-Caring for body parts,PP-Counselling,ZZ-Other and unspecified means,Counselling about caring for body parts,,,
SME.PM.ZZ,SME-Dressing,PM-Education,ZZ-Other and unspecified means,Education about dressing,"Selection of appropriate clothing, local customs, uniforms",,
SME.PN.ZZ,SME-Dressing,PN-Advising,ZZ-Other and unspecified means,Advising about dressing,,,
SME.PP.ZZ,SME-Dressing,PP-Counselling,ZZ-Other and unspecified means,Counselling about dressing,,,
SME.RB.ZZ,SME-Dressing,RB-Practical support,ZZ-Other and unspecified means,Practical support with dressing,Holding a coat in the correct orientation so the person can put it on,,
SMF.AC.ZZ,SMF-Eating,AC-Test,ZZ-Other and unspecified means,Test of eating,,,
SMF.PM.ZZ,SMF-Eating,PM-Education,ZZ-Other and unspecified means,Education about eating ,,,"education about eating behaviours (<a href=""#http://id.who.int/ichi/entity/1382789737"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{4}-{27}-{VE}-{17287}"" title=""Education to influence eating behaviours"">VEA.PM.ZZ</a>)"
SME.RC.ZZ,SME-Dressing,RC-Emotional support,ZZ-Other and unspecified means,Emotional support for dressing,,,
SMF.AA.ZZ,SMF-Eating,AA-Assessment,ZZ-Other and unspecified means,Assessment of eating,,,"that by interview (<a href=""#http://id.who.int/ichi/entity/1917263122"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{17}-{SM}-{16407}"" title=""Interview to assess eating"">SMF.AA.OD</a>)"
SMF.AM.ZZ,SMF-Eating,AM-Observation,ZZ-Other and unspecified means,Observation of eating,Observing and recording food intake,,
SMF.PN.ZZ,SMF-Eating,PN-Advising,ZZ-Other and unspecified means,Advising about eating,,,"advising about eating behaviours (<a href=""#http://id.who.int/ichi/entity/212683309"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{4}-{27}-{VE}-{17288}"" title=""Advising about eating behaviours"">VEA.PN.ZZ</a>)"
SME.RA.ZZ,SME-Dressing,RA-Task performed by another,ZZ-Other and unspecified means,Dressing the person,,,
SMF.RC.ZZ,SMF-Eating,RC-Emotional support,ZZ-Other and unspecified means,Emotional support for eating,,,
SMF.RB.ZZ,SMF-Eating,RB-Practical support,ZZ-Other and unspecified means,Practical support with eating,Cutting food to bite size pieces so the person can eat by themselves,,
SMF.AA.OD,SMF-Eating,AA-Assessment,OD-Interview,Interview to assess eating,,,
"<span class=""text-retired"" title=""Retired ICHI code"">SMF.AI.ZZ</span>",SMF-Eating,AI-Monitoring,ZZ-Other and unspecified means,"<span class=""text-retired"" title=""Retired ICHI code"">Monitoring eating</span>",Monitoring food intake,,
SMG.AA.ZZ,SMG-Drinking,AA-Assessment,ZZ-Other and unspecified means,Assessment of drinking,,,"that by interview (<a href=""#http://id.who.int/ichi/entity/586969259"" class=""link-open-node"" data-tsel=""Section"" data-node-id=""{#}-{2}-{17}-{SM}-{16417}"" title=""Interview to assess drinking skills"">SMG.AA.OD</a>)"
SMG.AC.ZZ,SMG-Drinking,AC-Test,ZZ-Other and unspecified means,Test of drinking,,,
